expiry,T,strike,option_type,mid_price,bid,ask,volume,open_interest,yahoo_iv,moneyness,iv,delta,gamma,vega,theta,rho
2026-09-30,0.049315068493150684,760.0,call,10.59,10.46,10.72,217.0,4362,0.12107202178955079,0.9943869759506512,0.10906784416627481,0.6270989926034602,0.020447716478168173,64.24473084289197,-89.38359657593728,23.113749465370404
2026-09-30,0.049315068493150684,761.0,call,9.955,9.86,10.05,51.0,2138,0.11956141677856444,0.9956953798663757,0.10862844286150261,0.6067599859153481,0.020858574813670854,65.27158454981448,-89.64490692858182,22.378466776583714
2026-09-30,0.049315068493150684,762.0,call,9.3,9.27,9.33,170.0,1680,0.11707425903320312,0.9970037837821003,0.10758108941759782,0.5864102835201483,0.021334185894949946,66.11621497527652,-89.2901093767487,21.643767415105273
2026-09-30,0.049315068493150684,763.0,call,8.675,8.65,8.7,127.0,973,0.11560942993164064,0.9983121876978248,0.10668609447641932,0.5653692652277336,0.021735583245918757,66.79978822087583,-88.82474987432877,20.881531895400975
2026-09-30,0.049315068493150684,764.0,call,8.065,8.04,8.09,351.0,756,0.11420563537597657,0.9996205916135493,0.10570607287029732,0.5438382354675172,0.022101893755513292,67.30160101869089,-88.07876659881615,20.100087282364782
2026-09-30,0.049315068493150684,765.0,call,7.48,7.45,7.51,2079.0,4684,0.11289339263916015,1.000928995529274,0.10478031214039647,0.5217951235309827,0.022399257943839807,67.60974363202429,-87.13807385703812,19.29810987121415
2026-09-30,0.049315068493150684,766.0,call,6.915,6.89,6.94,921.0,980,0.11145908081054687,1.0022373994449985,0.10382559548159838,0.49931828214113616,0.02263898834882601,67.71071766062752,-85.93982133055532,18.478797972590506
2026-09-30,0.049315068493150684,767.0,call,6.375,6.35,6.4,674.0,1166,0.11017735534667968,1.003545803360723,0.10290715112442975,0.4764689069928613,0.02280132977619389,67.59299676348242,-84.52425461628877,17.644212124772533
2026-09-30,0.049315068493150684,768.0,call,5.855,5.83,5.88,392.0,1270,0.10883459533691406,1.0048542072764475,0.10194332268794068,0.4532934678448165,0.02289882660940026,67.2462364839241,-82.83256445723076,16.796350089856748
2026-09-30,0.049315068493150684,769.0,call,5.365,5.34,5.39,466.0,2017,0.10761390441894532,1.006162611192172,0.1010760921094401,0.4299439603070145,0.022895372946008026,66.66411760588136,-80.96559759314965,15.940447945451321
2026-09-30,0.049315068493150684,770.0,call,4.895,4.87,4.92,2102.0,4833,0.10636269622802735,1.0074710151078965,0.10015123761281058,0.4064119905250485,0.022820806485667894,65.83900804147018,-78.81728149131034,15.076681569326858
2026-09-30,0.049315068493150684,771.0,call,4.449999999999999,4.43,4.47,205.0,1098,0.10505045349121094,1.0087794190236212,0.09923840179984868,0.3828292995385685,0.022656416407294697,64.76896391163598,-76.4434226160701,14.209771903226992
2026-09-30,0.049315068493150684,772.0,call,4.035,4.01,4.06,227.0,1737,0.10401286621093749,1.0100878229393457,0.09841428819433218,0.35940618853565864,0.02238485963924416,63.461232367126286,-73.91310146049541,13.34739691122018
2026-09-30,0.049315068493150684,773.0,call,3.64,3.62,3.66,615.0,2381,0.10276165802001952,1.0113962268550702,0.0975217771798299,0.3360329447774679,0.022036811472219395,61.9079372204087,-71.11943733688169,12.48591567826385
2026-09-30,0.049315068493150684,774.0,call,3.28,3.26,3.3,217.0,1135,0.10178510528564452,1.0127046307707948,0.09680551574400131,0.3132197890569287,0.021568277350201306,60.14666239873338,-68.27298501001954,11.643817599518693
2026-09-30,0.049315068493150684,775.0,call,2.94,2.92,2.96,1067.0,15865,0.10077803527832031,1.0140130346865193,0.09602673905294808,0.2906753111485193,0.021025431848679263,58.16116217186215,-65.20405344321154,10.810860684615095
2026-09-30,0.049315068493150684,776.0,call,2.625,2.61,2.64,444.0,903,0.09967941345214844,1.0153214386022438,0.09527348076994467,0.26865427306506406,0.020396444516205384,55.97865646758611,-62.00538584590574,9.996399540296933
2026-09-30,0.049315068493150684,777.0,call,2.335,2.32,2.35,328.0,1717,0.09876389526367188,1.0166298425179683,0.09455603244352606,0.24728458837039552,0.019686039772612227,53.62206928306024,-58.71119762087403,9.205255833043985
2026-09-30,0.049315068493150684,778.0,call,2.0700000000000003,2.06,2.08,147.0,1869,0.09778734252929688,1.017938246433693,0.09388941579900247,0.22670419697209743,0.01890093186711054,51.12058601375002,-55.36241002963965,8.442628557961896
2026-09-30,0.049315068493150684,779.0,call,1.8250000000000002,1.81,1.84,100.0,1157,0.0969938934326172,1.0192466503494175,0.09319122065498135,0.2067965605829209,0.01805657493745502,48.47371947716011,-51.91384121182409,7.704372169502917
2026-09-30,0.049315068493150684,780.0,call,1.61,1.6,1.62,5674.0,10773,0.09620044433593751,1.020555054265142,0.09269050488839185,0.18822950292677404,0.017150115289862326,45.79291204999412,-48.601522616304926,7.015163304105492
2026-09-30,0.049315068493150684,781.0,call,1.41,1.4,1.42,52.0,2185,0.09543751251220703,1.0218634581808665,0.0920945944982337,0.17030958471700602,0.016208268805515482,42.9998302251948,-45.18874534538273,6.34960646572651
2026-09-30,0.049315068493150684,782.0,call,1.2349999999999999,1.22,1.25,75.0,1397,0.09494923614501954,1.023171862096591,0.09165472898926647,0.1537501185787985,0.01523610445834648,40.227661715509186,-41.93247350332764,5.734093549085463
2026-09-30,0.049315068493150684,783.0,call,1.08,1.07,1.09,79.0,1318,0.09430837341308594,1.0244802660123156,0.09129733621050531,0.13838838124170666,0.014251204834051179,37.480524420807704,-38.79045532457833,5.162737950457834
2026-09-30,0.049315068493150684,784.0,call,0.94,0.93,0.95,139.0,1069,0.09382009704589844,1.02578866992804,0.09092625257062373,0.12397986116424048,0.013262725679260616,34.73905895523264,-35.696674072856155,4.6265703456230955
2026-09-30,0.049315068493150684,785.0,call,0.815,0.8,0.83,858.0,5072,0.09351492431640626,1.0270970738437648,0.09056896857375303,0.11060174074140366,0.012280376515703644,32.03959919923681,-32.69679999018918,4.128499875227545
2026-09-30,0.049315068493150684,786.0,call,0.71,0.7,0.72,472.0,21995,0.09308768249511719,1.0284054777594893,0.09043299006578828,0.09876923488551637,0.011330953213385857,29.51816167566171,-29.99098473170838,3.6876987348485653
2026-09-30,0.049315068493150684,787.0,call,0.61,0.6,0.62,230.0,2200,0.09259940612792968,1.0297138816752138,0.09006064944744725,0.08729846630308585,0.01038530931486693,26.94328101333626,-27.189248741932737,3.2602853910118674
2026-09-30,0.049315068493150684,788.0,call,0.53,0.52,0.54,422.0,986,0.0924773370361328,1.0310222855909383,0.09003025215391525,0.0775770755984902,0.009505076371421464,24.651312514900273,-24.8012167016872,2.8978215292933993
2026-09-30,0.049315068493150684,789.0,call,0.455,0.45,0.46,135.0,1869,0.09192802612304687,1.0323306895066628,0.08981775011221606,0.06830244011113623,0.008642644275431065,22.36169812848888,-22.388623570245308,2.551949778009895
2026-09-30,0.049315068493150684,790.0,call,0.395,0.39,0.4,11667.0,11065,0.09192802612304687,1.0336390934223874,0.08989926819155891,0.06049498712202691,0.0078574996041493,20.348691823161552,-20.341146285122136,2.2606380804110047
2026-09-30,0.049315068493150684,791.0,call,0.345,0.34,0.35,483.0,1543,0.09211112976074219,1.0349474973381119,0.09014153452006228,0.05374199807784494,0.0071391341482257495,18.53815290373136,-18.53641103634841,2.0085766106408984
2026-09-30,0.049315068493150684,792.0,call,0.305,0.3,0.31,1868.0,1690,0.09253837158203124,1.0362559012538366,0.09063241432348217,0.04810095877265505,0.0065004564059990035,16.971622748870082,-17.022032339424932,1.7979329525237113
2026-09-30,0.049315068493150684,793.0,call,0.265,0.26,0.27,981.0,1894,0.09266044067382811,1.037564305169561,0.09083570724836905,0.042504145714052616,0.005871504146390606,15.363916710583783,-15.410542701077507,1.588955963905334
2026-09-30,0.049315068493150684,794.0,call,0.235,0.23,0.24,274.0,2308,0.09314871704101563,1.0388727090852856,0.09141123479301122,0.03807720772679629,0.0053359094568844615,14.050895289592267,-14.152053964578439,1.4235794755158835
2026-09-30,0.049315068493150684,795.0,call,0.20500000000000002,0.2,0.21,1994.0,4494,0.09339285522460938,1.0401811130010101,0.09172602827671195,0.0336935693270664,0.0048105364932982606,12.711068902765499,-12.820934812463245,1.2598350185546918
2026-09-30,0.049315068493150684,796.0,call,0.185,0.18,0.19,170.0,820,0.0942473388671875,1.0414895169167346,0.09259284832291079,0.030540833249267013,0.004394225408773615,11.720759244973658,-11.909450700017164,1.141991675639383
2026-09-30,0.049315068493150684,797.0,call,0.165,0.16,0.17,337.0,886,0.09485768432617189,1.0427979208324591,0.09326816670863515,0.02744095417933609,0.003991126633715054,10.72321264336795,-10.95446244690759,1.026140366520972
2026-09-30,0.049315068493150684,798.0,call,0.14500000000000002,0.14,0.15,575.0,932,0.09522389160156251,1.0441063247481837,0.09371976097838418,0.024378642889599754,0.0035974796146351546,9.712375935570002,-9.952248034060077,0.9117050058721059
2026-09-30,0.049315068493150684,799.0,call,0.135,0.13,0.14,92.0,971,0.09644458251953125,1.0454147286639084,0.09502658591610796,0.02260668094781982,0.0033297566929157804,9.114935444537386,-9.452720071170825,0.845411162364377
2026-09-30,0.049315068493150684,800.0,call,0.125,0.12,0.13,4267.0,58510,0.0976652734375,1.046723132579633,0.09623032601318289,0.020881336698168846,0.003074814968469515,8.523675625481536,-8.935882450329746,0.7808743193288128
2026-09-30,0.049315068493150684,801.0,call,0.11499999999999999,0.11,0.12,3946.0,1576,0.09888596435546876,1.0480315364953574,0.097320560566825,0.019196606884025778,0.0028309692799193494,7.936622588930595,-8.400849524542883,0.7178683684051327
2026-09-30,0.049315068493150684,802.0,call,0.10500000000000001,0.1,0.11,235.0,766,0.09961837890625,1.049339940411082,0.09828520285540691,0.01754754750611057,0.002596703726914784,7.352017123560085,-7.8469853137020795,0.6562067548248687
2026-09-30,0.049315068493150684,803.0,call,0.095,0.09,0.1,2879.0,2439,0.100594931640625,1.0506483443268064,0.09910757917877279,0.015928096358359907,0.0023704314850597472,6.767530868254759,-7.272929657528195,0.5956612033084953
2026-09-30,0.049315068493150684,804.0,call,0.08499999999999999,0.08,0.09,254.0,764,0.1010832080078125,1.051956748242531,0.09976727486373675,0.014333087255160597,0.002150654815298828,6.18094374176275,-6.677534613565538,0.5360367917186567
2026-09-30,0.049315068493150684,805.0,call,0.08499999999999999,0.08,0.09,18.0,4555,0.10328045166015623,1.0532651521582554,0.10195009941088685,0.014059472329837234,0.0020699492446619536,6.079156452860014,-6.700931213965003,0.5257239680893272
2026-09-30,0.049315068493150684,806.0,call,0.07500000000000001,0.07,0.08,57.0,1242,0.10376872802734374,1.0545735560739802,0.1023815824021646,0.012516997977200697,0.0018643532468133016,5.498522561217387,-6.079068499740669,0.4680796982771083
2026-09-30,0.049315068493150684,807.0,call,0.07500000000000001,0.07,0.08,1.0,2418,0.10596597167968749,1.0558819599897047,0.10451914707647765,0.012288110064505482,0.0017972654905518389,5.411330540435272,-6.098992040206366,0.4594526806443826
2026-10-02,0.0547945205479452,722.0,call,44.08,42.4,45.76,2.0,238,0.23603058898925777,0.9446676271531186,0.1317960932108227,0.9731954805032127,0.0026275073003105085,11.084087077562787,-40.710342644747215,38.34101658045482
2026-10-02,0.0547945205479452,728.0,call,38.41,36.74,40.08,4.0,302,0.2197953997802734,0.9525180506474659,0.13618024519030478,0.9462182451276216,0.004485718085443161,19.55237637147066,-51.091908863293575,37.52192450308576
2026-10-02,0.0547945205479452,758.0,call,12.965,12.81,13.12,51.0,347,0.1324549645996094,0.9917701681192022,0.11863890990403267,0.6512366164537344,0.01742827714728711,66.18126528575702,-90.61551429129763,26.562664110381736
2026-10-02,0.0547945205479452,760.0,call,11.58,11.5,11.66,100.0,674,0.1283046154785156,0.9943869759506512,0.1165643940728499,0.6173452222663507,0.018296460191732353,68.26316909441238,-90.61773933398646,25.219220074523214
2026-10-02,0.0547945205479452,761.0,call,10.92,10.84,11.0,29.0,306,0.12690082092285154,0.9956953798663757,0.11564317579377942,0.5995190044374896,0.018679377923416476,69.14103549275484,-90.46297800887618,24.508842834937816
2026-10-02,0.0547945205479452,762.0,call,10.245000000000001,10.22,10.27,67.0,797,0.12430685272216799,0.9970037837821003,0.11426002690725397,0.5814990675650801,0.0191072549064847,69.87890328326549,-89.84714655229247,23.791173212994188
2026-10-02,0.0547945205479452,763.0,call,9.61,9.58,9.64,224.0,755,0.12287254089355469,0.9983121876978248,0.11319854666777344,0.5627383747578958,0.019454828454045642,70.48905975413516,-89.26432971544038,23.040290419335495
2026-10-02,0.0547945205479452,764.0,call,9.0,8.97,9.03,288.0,501,0.12146874633789062,0.9996205916135493,0.11223079353023582,0.543475949087225,0.01975068455208519,70.94922357572459,-88.56090885476655,22.26702491885039
2026-10-02,0.0547945205479452,765.0,call,8.399999999999999,8.37,8.43,876.0,1585,0.11997339996337889,1.000928995529274,0.111135947898732,0.5238155941983648,0.020028757405085536,71.24625240338034,-87.58881751018998,21.476548437309074
2026-10-02,0.0547945205479452,766.0,call,7.825,7.79,7.86,446.0,913,0.11863063995361328,1.0022373994449985,0.11011807404665006,0.5037364986951411,0.020249097857397456,71.37033693568976,-86.47375972706368,20.66716479525757
2026-10-02,0.0547945205479452,767.0,call,7.279999999999999,7.25,7.31,389.0,870,0.11731839721679688,1.003545803360723,0.10923920887257985,0.48333501058696576,0.020395091188566566,71.31118585370989,-85.25361805286859,19.84263587472453
2026-10-02,0.0547945205479452,768.0,call,6.75,6.72,6.78,163.0,784,0.11600615447998047,1.0048542072764475,0.1082827207994914,0.46264087810698784,0.02050285416029666,71.06028467866834,-83.78515329162217,19.00502940083459
2026-10-02,0.0547945205479452,769.0,call,6.234999999999999,6.21,6.26,419.0,792,0.1145718426513672,1.006162611192172,0.10724177835805741,0.441655623926092,0.02057034039724456,70.608818813392,-82.06093700256733,18.154409167513467
2026-10-02,0.0547945205479452,770.0,call,5.75,5.72,5.78,1690.0,3415,0.11338166900634765,1.0074710151078965,0.10632299904469827,0.42055560891457056,0.02055555254946945,69.95356216959986,-80.22118126742316,17.297339253690243
2026-10-02,0.0547945205479452,771.0,call,5.285,5.26,5.31,100.0,704,0.11206942626953123,1.0087794190236212,0.10538094008424867,0.3993231671177587,0.02048284404366427,69.08850380927682,-78.17120294987564,16.4336271025723
2026-10-02,0.0547945205479452,772.0,call,4.845000000000001,4.82,4.87,187.0,646,0.1108792526245117,1.0100878229393457,0.10448424956566874,0.37809202528306385,0.02033751430692762,68.01460185636078,-75.96428622752784,15.568599763363341
2026-10-02,0.0547945205479452,773.0,call,4.425000000000001,4.4,4.45,1080.0,1429,0.10967382034301759,1.0113962268550702,0.10355775597254749,0.3568495916291269,0.02013123813958698,66.7277649102924,-73.55440247388083,14.70200369171152
2026-10-02,0.0547945205479452,774.0,call,4.035,4.01,4.06,1077.0,1267,0.10859045715332032,1.0127046307707948,0.10275104864921072,0.3358874169586721,0.019838643132812528,65.24566905024811,-71.06194013672321,13.845501324911
2026-10-02,0.0547945205479452,775.0,call,3.665,3.64,3.69,745.0,847,0.10752235260009765,1.0140130346865193,0.10191621644044231,0.3150800431239555,0.019484793891656232,63.56127049248554,-68.39064101491431,12.994384618669516
2026-10-02,0.0547945205479452,776.0,call,3.32,3.3,3.34,212.0,353,0.10642373077392578,1.0153214386022438,0.10113281078689254,0.29463799266856117,0.019058905969373364,61.69408194555763,-65.61530423130831,12.157198184033957
2026-10-02,0.0547945205479452,777.0,call,2.995,2.97,3.02,216.0,666,0.1054776953125,1.0166298425179683,0.1003253873526629,0.27450042495028915,0.01857345557815428,59.64266180977286,-62.693216110244606,11.33166705498013
2026-10-02,0.0547945205479452,778.0,call,2.6950000000000003,2.68,2.71,152.0,359,0.10434855621337888,1.017938246433693,0.09958284633156805,0.2549233619385136,0.01802079799825209,57.439680391123446,-59.7135155573686,10.528239486099968
2026-10-02,0.0547945205479452,779.0,call,2.415,2.4,2.43,232.0,1136,0.10337200347900388,1.0192466503494175,0.09882901004643463,0.23582231182014063,0.01741367772462952,55.08437277642207,-56.63405834397037,9.743650599887214
2026-10-02,0.0547945205479452,780.0,call,2.165,2.15,2.18,2686.0,1100,0.10260907165527343,1.020555054265142,0.09826034158224645,0.21773085019233995,0.016743006270317863,52.65809822134056,-53.6414875461027,8.99969902387814
2026-10-02,0.0547945205479452,781.0,call,1.935,1.92,1.95,247.0,641,0.10187665710449219,1.0218634581808665,0.0977160956928682,0.20035200363151284,0.01603116591670969,50.14003997835209,-50.62398085403858,8.284494709740889
2026-10-02,0.0547945205479452,782.0,call,1.72,1.71,1.73,511.0,647,0.10102217346191406,1.023171862096591,0.09710818696539986,0.18351247214732297,0.015287345571500216,47.51616585688394,-47.52559743829108,7.591054391082899
2026-10-02,0.0547945205479452,783.0,call,1.525,1.51,1.54,334.0,1214,0.10041182800292968,1.0244802660123156,0.09655195188835355,0.167540164686157,0.014512991535447732,44.850930820367154,-44.466204638533476,6.932836672430579
2026-10-02,0.0547945205479452,784.0,call,1.355,1.34,1.37,292.0,949,0.09989303436279298,1.02578866992804,0.09619297541210053,0.1528479037446186,0.013718708825933623,42.238652777354254,-41.593588210983505,6.32685594443013
2026-10-02,0.0547945205479452,785.0,call,1.1949999999999998,1.18,1.21,422.0,1054,0.09925217163085936,1.0270970738437648,0.09571130984161164,0.1386381494815978,0.01291223163021876,39.5565155700104,-38.646748712167025,5.740534150285171
2026-10-02,0.0547945205479452,786.0,call,1.0550000000000002,1.04,1.07,696.0,712,0.09882492980957032,1.0284054777594893,0.09537300717820574,0.12560492672053186,0.012105141749774404,36.95292466536227,-35.87448553609909,5.202388311151248
2026-10-02,0.0547945205479452,787.0,call,0.9299999999999999,0.92,0.94,200.0,677,0.09827561889648437,1.0297138816752138,0.09508879074556821,0.11351710822394068,0.01130475267879342,34.40676575492264,-33.212769490503824,4.703013052067692
2026-10-02,0.0547945205479452,788.0,call,0.8200000000000001,0.81,0.83,458.0,820,0.0979704461669922,1.0310222855909383,0.094896824409599,0.10245478549169729,0.010521294548959012,31.957611989781086,-30.705162146269508,4.245762505612424
2026-10-02,0.0547945205479452,789.0,call,0.72,0.71,0.73,238.0,583,0.09760423889160157,1.0323306895066628,0.09467751409944894,0.0921055755263841,0.009752967396831557,29.555416208509985,-28.26027643304354,3.8178284238433897
2026-10-02,0.0547945205479452,790.0,call,0.63,0.62,0.64,567.0,1436,0.09729906616210937,1.0336390934223874,0.09445219321856209,0.0825062615106768,0.009004942916504766,27.223657471061873,-25.90625961081903,3.420751165993514
2026-10-02,0.0547945205479452,791.0,call,0.555,0.55,0.56,134.0,847,0.0969938934326172,1.0349474973381119,0.09444917273883628,0.07413461132542755,0.008303372027811786,25.101872300414577,-23.829418044032817,3.0742651901515377
2026-10-02,0.0547945205479452,792.0,call,0.485,0.48,0.49,706.0,465,0.09681078979492189,1.0362559012538366,0.09432597238245373,0.06618656217624777,0.007619610689296866,23.004750854712942,-21.761194100087167,2.745245270620262
2026-10-02,0.0547945205479452,793.0,call,0.425,0.42,0.43,1555.0,371,0.09668872070312501,1.037564305169561,0.09431724025147625,0.05913175803724937,0.006979372503035323,21.069824764055426,-19.88543899194002,2.453085373489151
2026-10-02,0.0547945205479452,794.0,call,0.375,0.37,0.38,2228.0,493,0.09681078979492189,1.0388727090852856,0.09448881165799713,0.05302500722347987,0.006392763733163157,19.334035059948246,-18.24113374183863,2.200081180699498
2026-10-02,0.0547945205479452,795.0,call,0.335,0.33,0.34,2299.0,5659,0.0971769970703125,1.0401811130010101,0.0949232457311484,0.047921270353238225,0.005870500839267455,17.836153243218273,-16.869280166172082,1.9885340651204533
2026-10-02,0.0547945205479452,796.0,call,0.295,0.29,0.3,2260.0,531,0.09729906616210937,1.0414895169167346,0.09510916804831977,0.0428512025460217,0.0053550071865256,16.301812797820443,-15.417866480434569,1.7783969672383697
2026-10-02,0.0547945205479452,797.0,call,0.265,0.26,0.27,1493.0,806,0.09778734252929688,1.0427979208324591,0.09567169140814943,0.0388371900441517,0.004915203294585588,15.051452001690013,-14.291101950718259,1.6119382109518392
2026-10-02,0.0547945205479452,798.0,call,0.235,0.23,0.24,390.0,513,0.09803148071289064,1.0441063247481837,0.09601648590597983,0.03486075051301664,0.004483504536589634,13.778974030063074,-13.105827421952862,1.4470532978838069
2026-10-02,0.0547945205479452,799.0,call,0.215,0.21,0.22,14.0,1419,0.09888596435546876,1.0454147286639084,0.09689545515623892,0.03199334168412331,0.004139676832965326,12.838766691759666,-12.300066836660815,1.3280652308350942
2026-10-02,0.0547945205479452,800.0,call,0.195,0.19,0.2,3994.0,3999,0.09961837890625,1.046723132579633,0.09762042245948833,0.02917336488164293,0.003806604145834989,11.894107513273633,-11.459956395915592,1.2110635013755249
2026-10-02,0.0547945205479452,801.0,call,0.175,0.17,0.18,31.0,589,0.1001066552734375,1.0480315364953574,0.09816999749428784,0.026389843418136567,0.003481858384325228,10.940655522779695,-10.583037168635174,1.0955886480362473
2026-10-02,0.0547945205479452,803.0,call,0.14500000000000002,0.14,0.15,46.0,232,0.10157148437499999,1.0506483443268064,0.09970921813550811,0.022041079968420668,0.0029468686481571547,9.404799686536643,-9.21042657460935,0.91511105258135
2026-10-02,0.0547945205479452,805.0,call,0.125,0.12,0.13,2564.0,670,0.10352458984374999,1.0532651521582554,0.10181158936522688,0.018964301640641192,0.002540784251032738,8.279773697567386,-8.254432220131635,0.7873548476813093
2026-10-02,0.0547945205479452,806.0,call,0.11499999999999999,0.11,0.12,64.0,720,0.10450114257812498,1.0545735560739802,0.10270251033873688,0.0174700427312826,0.002348602268018573,7.720474553354501,-7.753293953108907,0.7253249485109056
2026-10-02,0.0547945205479452,807.0,call,0.10500000000000001,0.1,0.11,207.0,265,0.10523355712890625,1.0558819599897047,0.10347081636459494,0.01600021195687833,0.002162317556645585,7.161282578094626,-7.235881131789281,0.6643178983451955
2026-10-02,0.0547945205479452,808.0,call,0.095,0.09,0.1,11.0,204,0.10572183349609374,1.0571903639054292,0.10409946144702012,0.01454998937868127,0.001980830062725881,6.600079429574452,-6.700889863011923,0.6041321129546056
2026-10-02,0.0547945205479452,810.0,call,0.08499999999999999,0.08,0.09,65.0,614,0.108407353515625,1.0598071717368782,0.10659926728598539,0.012891890584743469,0.0017426385698466622,5.945864425719269,-6.1658786559318015,0.5352406990838973
2026-10-02,0.0547945205479452,811.0,call,0.08499999999999999,0.08,0.09,4.0,515,0.11036045898437499,1.0611155756526027,0.10862377237716601,0.012677355769904608,0.001685512003901448,5.860169690989491,-6.184364279547523,0.5262562158634785
2026-10-02,0.0547945205479452,812.0,call,0.07500000000000001,0.07,0.08,2.0,206,0.11036045898437499,1.0624239795683272,0.10883611513582693,0.011306443691754325,0.0015232769631903943,5.3064657619998385,-5.605211258065523,0.4693918639307813
2026-10-02,0.0547945205479452,814.0,call,0.07500000000000001,0.07,0.08,1.0,206,0.11426666992187501,1.0650407873997765,0.11279851970125501,0.01095050829554679,0.0014294479096538678,5.160897040395431,-5.636600069541073,0.4544856785580943
