expiry,T,strike,option_type,mid_price,open_interest,underlying_spot,moneyness,iv,delta,gamma,vega,theta,rho
2026-09-15,0.00821917808219178,26000.0,call,0.4,1546025,23398.1,1.1112013368606852,0.39259482662688233,0.0016839520714864889,6.510864185755621e-06,11.501984669755284,-276.84126737869013,0.3205584573231848
2026-10-27,0.1232876712328767,25800.0,call,13.25,26455,23398.1,1.1026536342694493,0.13686467405155922,0.030821566499950142,6.186917398713697e-05,571.5398547251457,-356.04310563680946,87.27732730253318
2026-10-27,0.1232876712328767,25600.0,call,16.2,61165,23398.1,1.0941059316782134,0.13177452458610595,0.037976032833345656,7.62856572464608e-05,678.5083320760901,-410.42586634739587,107.55209862909803
2026-10-27,0.1232876712328767,25500.0,call,17.75,795210,23398.1,1.0898320803825952,0.12888954307032477,0.04191045241802093,8.449882999587455e-05,735.1047253547656,-437.03361076169944,118.71061098569729
2026-10-27,0.1232876712328767,25300.0,call,22.35,48555,23398.1,1.0812843777913592,0.12402534457512236,0.05286629120191927,0.00010577952519872327,885.5088182635633,-511.98421332606256,149.7477795100449
2026-10-27,0.1232876712328767,25100.0,call,29.45,141830,23398.1,1.072736675200123,0.12003332938683206,0.06882393761195839,0.00013435066978085652,1088.4851867079578,-616.5315527487699,194.90540228135845
2026-10-06,0.06575342465753424,25500.0,call,6.4,20670,23398.1,1.0898320803825952,0.15381144291495522,0.019229507683800467,5.073978387723212e-05,280.94209853686823,-352.92244994974925,29.16387574878402
2026-10-06,0.06575342465753424,25000.0,call,12.0,40040,23398.1,1.068462823904505,0.13568176190998166,0.03735053185033149,0.00010009480978979644,488.8916230782792,-551.6985669085632,56.67494813134843
2026-10-06,0.06575342465753424,24300.0,call,43.25,29705,23398.1,1.038545864835179,0.11544725925015799,0.1269264723687466,0.00030031689868563255,1248.081541638585,-1256.1959301942304,192.43320283398154
2026-09-29,0.04657534246575343,25700.0,call,3.95,218790,23398.1,1.0983797829738313,0.18642055955256692,0.012263662096678651,3.380860378905e-05,160.70829201030915,-337.14751769129253,13.180653878719015
2026-09-29,0.04657534246575343,25000.0,call,7.65,5656560,23398.1,1.068462823904505,0.15129113540098194,0.026581828376927696,8.052703186231663e-05,310.6507570764423,-538.255718217113,28.611900418844016
2026-09-29,0.04657534246575343,24750.0,call,10.45,297960,23398.1,1.0577781956654602,0.13857843628074779,0.03771990386096839,0.0001173879486540895,414.7977694127634,-664.9487841481298,40.61947871316988
2026-09-29,0.04657534246575343,24650.0,call,12.05,164125,23398.1,1.053504344369842,0.13355867458615708,0.044074813399422895,0.00013820055721917336,470.6511639494187,-730.752139807452,47.47037585787591
2026-09-22,0.0273972602739726,23500.0,call,159.9,2776345,23398.1,1.0043550544702349,0.12368265586892098,0.4487820651848825,0.0008257841281518643,1531.9466976283384,-4025.0651811808934,283.30815456291685
2026-09-29,0.04657534246575343,24600.0,call,12.95,1628575,23398.1,1.051367418722033,0.13097912253222802,0.04770216119285351,0.00015016888180565446,501.53271343710117,-765.7508023568872,51.381453815822866
2026-09-29,0.04657534246575343,24350.0,call,21.5,454090,23398.1,1.040682790482988,0.12113916723033921,0.0786059868646531,0.00023979538528743708,740.7005162204982,-1063.0149834477024,84.66143178097617
2026-09-29,0.04657534246575343,22000.0,call,1491.05,802425,23398.1,0.9402472850359646,0.21141348432490256,0.9231168666846218,0.0001344872499022889,724.9883690092955,-2736.460096752111,936.5430763764028
2026-09-22,0.0273972602739726,25500.0,call,1.65,1149655,23398.1,1.0898320803825952,0.20420051253519292,0.0065007066446388035,2.308032423967542e-05,70.69147679783569,-271.701533482407,4.122032490431978
2026-09-22,0.0273972602739726,25200.0,call,2.0,1104220,23398.1,1.0770105264957412,0.1829822039902544,0.008546314246947807,3.27771604848946e-05,89.95980448383307,-311.2822534759654,5.4237675432328025
2026-09-22,0.0273972602739726,25050.0,call,2.05,330200,23398.1,1.070599749552314,0.17030549662600342,0.009321444321759052,3.800021377674911e-05,97.06955215650034,-313.56195356837446,5.919290069305491
2026-09-22,0.0273972602739726,24450.0,call,6.0,245050,23398.1,1.044956641778606,0.13540935473521395,0.029801309016791323,0.0001290268233457217,262.05774199603854,-685.5636935020332,18.939561940322275
2026-09-22,0.0273972602739726,23700.0,call,78.65,1775345,23398.1,1.0129027570614708,0.11685865628719179,0.2824926587365386,0.0007468715119925454,1309.106875103567,-3150.31984963257,178.93537632433188
2026-09-15,0.00821917808219178,25200.0,call,0.4,1467895,23398.1,1.0770105264957412,0.28513881227441007,0.0022589665710773476,1.1705937947305365e-05,15.01938429728757,-263.40645906003283,0.4311413075226974
2026-09-15,0.00821917808219178,24300.0,call,1.3,3700385,23398.1,1.038545864835179,0.17722823465406032,0.010230536472784884,7.23163286581607e-05,57.67118260828257,-634.8563127157171,1.9567817815071324
2026-09-15,0.00821917808219178,23700.0,call,16.9,10039900,23398.1,1.0129027570614708,0.12126802353316897,0.13145617799847686,0.0008286955416964164,452.2003326665953,-3504.0161685692005,25.141847973364687
2026-09-29,0.04657534246575343,24150.0,call,35.05,293995,23398.1,1.032135087891752,0.11501245829523173,0.12323566369618175,0.00035089320378169493,1029.051441577418,-1426.8753369760252,132.6666205346064
2026-09-29,0.04657534246575343,24500.0,call,15.8,5903040,23398.1,1.047093567426415,0.12708270277161834,0.058089206360054955,0.0001809593104061993,586.3873837061877,-873.718573019319,62.568251244375176
2026-09-29,0.04657534246575343,25800.0,call,3.7,310700,23398.1,1.1026536342694493,0.19160786260335286,0.011283097585874811,3.059849214446829e-05,149.4963516912025,-321.7886937170266,12.123703489571618
2026-10-06,0.06575342465753424,23450.0,call,309.8,8970,23398.1,1.002218128822426,0.12264179874379529,0.5236836487210677,0.0005408259641014621,2387.6771730063624,-2880.509829243952,785.3196087661108
2026-10-06,0.06575342465753424,23700.0,call,184.95,38740,23398.1,1.0129027570614708,0.11646609161798895,0.3844126609488713,0.0005465268608406546,2291.345483522425,-2511.9559099557905,579.2597840208067
2026-10-27,0.1232876712328767,23400.0,call,480.85,99645,23398.1,1.000081203174617,0.12198953748597124,0.5698679257685549,0.00039133152550246156,3222.1685576158466,-2296.225897079167,1584.613567609866
2026-10-27,0.1232876712328767,23700.0,call,312.95,220675,23398.1,1.0129027570614708,0.11559992268274674,0.4483251257623834,0.0004160938548845268,3246.606698463585,-2078.686185949158,1254.6993853503154
2026-10-27,0.1232876712328767,24800.0,call,45.4,360295,23398.1,1.0599151213132691,0.11415614650815878,0.10325694997971845,0.0001914794498179615,1475.3746120494907,-812.9790635352833,292.26778042596334
2026-10-27,0.1232876712328767,25000.0,call,34.5,1759290,23398.1,1.068462823904505,0.118521590733999,0.07954097739959694,0.000151968591736549,1215.7160364819758,-684.4777421122837,225.1982149117577
2026-10-27,0.1232876712328767,25400.0,call,20.3,117065,23398.1,1.0855582290869772,0.12696843894266968,0.04769334636094521,9.518615901487087e-05,815.737480571929,-480.1025614591151,135.07812559105307
2026-09-29,0.04657534246575343,23750.0,call,115.35,305110,23398.1,1.0150396827092798,0.11473186695664601,0.3129678918451505,0.0006113012431365158,1788.3667307407495,-2597.9553584568216,335.69196866415905
2026-10-06,0.06575342465753424,23550.0,call,257.3,10660,23398.1,1.0064919801180439,0.12085712147557312,0.4691563889437389,0.0005481985173054977,2385.007041180574,-2778.894439738887,704.8812121895637
2026-10-06,0.06575342465753424,23400.0,call,339.7,13065,23398.1,1.000081203174617,0.12422715875081977,0.550131142048462,0.0005306045002470039,2372.8322929729275,-2927.362626349074,824.0431873876128
2026-09-22,0.0273972602739726,23200.0,call,352.6,412945,23398.1,0.9915335005833807,0.14084538866970323,0.67021221871058,0.0006634100181445805,1401.4996032286813,-4442.028370618814,419.97512860334155
2026-09-22,0.0273972602739726,24050.0,call,18.2,263770,23398.1,1.027861236596134,0.11552337882460884,0.088681854427137,0.00035897124470857884,622.010712911534,-1424.3275005511034,56.35032613490554
2026-09-22,0.0273972602739726,24300.0,call,8.0,1323985,23398.1,1.038545864835179,0.12538551624172628,0.040971495458015816,0.00018093902779577666,340.2890277021504,-830.8845411539888,26.04534727223075
2026-09-29,0.04657534246575343,22500.0,call,1015.5,570505,23398.1,0.9616165415140546,0.1763155853425164,0.8671594417756472,0.00024055882036338284,1081.506742006533,-3097.011671174253,897.7109956922015
2026-09-29,0.04657534246575343,23950.0,call,63.75,271050,23398.1,1.023587385300516,0.11334174333672567,0.20144225585454362,0.0004911821338654185,1419.5467255975602,-1982.3347275364727,216.5574597092775
2026-09-29,0.04657534246575343,24200.0,call,31.15,3489395,23398.1,1.0342720135395609,0.11671054517592216,0.1105052322879104,0.0003200673223831919,952.5080983715274,-1333.6023165127456,118.97496534366557
2026-10-27,0.1232876712328767,25700.0,call,14.85,69225,23398.1,1.0983797829738313,0.134675880764682,0.034541282971328885,6.906863452564298e-05,627.8436836678185,-386.4048982343607,97.81032245500806
2026-10-27,0.1232876712328767,24900.0,call,38.8,133770,23398.1,1.0641889726088871,0.11579209322064163,0.0895141234820635,0.00016996390793572554,1328.3620137730506,-736.4738077749822,253.43758596073928
2026-10-27,0.1232876712328767,24450.0,call,84.0,38935,23398.1,1.044956641778606,0.11087679302360691,0.1744418027738916,0.00028228249808967814,2112.542442246991,-1168.9689546300992,492.85557698405984
2026-10-27,0.1232876712328767,24400.0,call,92.6,285220,23398.1,1.042819716130797,0.11091995066024668,0.18839109799706993,0.0002960907598467568,2216.7430577510067,-1233.6048357708312,532.0348456958402
2026-10-27,0.1232876712328767,24000.0,call,193.1,1965405,23398.1,1.025724310948325,0.11265024542165396,0.32562038324815396,0.0003889098553327499,2957.07218190902,-1757.4538991042114,915.5093428207994
2026-09-15,0.00821917808219178,23450.0,call,98.65,4038580,23398.1,1.002218128822426,0.13950600032368143,0.4470127275963975,0.0013360991160863386,838.7279967146671,-7686.808032075647,85.15560413964091
2026-09-15,0.00821917808219178,25000.0,call,0.5,5484245,23398.1,1.068462823904505,0.26278454952222097,0.002991273047757348,1.6369845768462964e-05,19.3568190663896,-313.2562286877818,0.5711515555729134
2026-09-22,0.0273972602739726,23900.0,call,34.8,1959620,23398.1,1.021450459652707,0.11480589956915027,0.15191661022574574,0.000528790112708694,910.5752737234724,-2101.083097060548,96.43178184488649
2026-09-22,0.0273972602739726,24550.0,call,5.0,283985,23398.1,1.049230493074224,0.141851097231008,0.024363246896530185,0.00010410251124731536,221.49413277171323,-604.4280930797916,15.4809229760794
2026-09-22,0.0273972602739726,26000.0,call,0.95,1157195,23398.1,1.1112013368606852,0.231234992062924,0.003503817796745898,1.1747089814523334e-05,40.74292133610044,-176.38399867047437,2.220073566915914
2026-09-29,0.04657534246575343,23350.0,call,312.05,174850,23398.1,0.9979442775268078,0.12670478594965154,0.5721807572449736,0.0006129361051301928,1980.2748246529645,-3409.649436426198,609.0141754473624
2026-09-29,0.04657534246575343,24550.0,call,14.25,194025,23398.1,1.049230493074224,0.12895425634759997,0.05250112316198494,0.00016464119951859808,541.3665839646469,-816.0844663720368,56.55068834121949
2026-09-29,0.04657534246575343,25500.0,call,4.8,3211910,23398.1,1.0898320803825952,0.17725729537694107,0.015277679641413395,4.2978729233353384e-05,194.2562189702921,-389.00072293870414,16.42566396840722
2026-09-29,0.04657534246575343,26000.0,call,3.1,3769430,23398.1,1.1112013368606852,0.20050427313371907,0.009234297367612726,2.4551984400113076e-05,125.52420359477361,-281.86945162178864,9.918917823896507
2026-10-06,0.06575342465753424,24000.0,call,90.75,170495,23398.1,1.025724310948325,0.11364778755213295,0.23166018686923204,0.0004469796153418765,1828.6402117954583,-1872.5285711811405,350.44328013134003
2026-10-13,0.08493150684931507,23800.0,call,189.2,12090,23398.1,1.0171766083570888,0.11457708179941899,0.3615692880118013,0.00047929324259870593,2553.4601104893254,-2175.3800663725146,702.4544260232323
2026-10-27,0.1232876712328767,22500.0,call,1167.7,107055,23398.1,0.9616165415140546,0.14616962598796504,0.8203019126721728,0.00021723525227198133,2143.2275001457633,-2250.245541889631,2222.359666320781
2026-10-27,0.1232876712328767,23800.0,call,268.2,555620,23398.1,1.0171766083570888,0.11440038720071742,0.40656859676140517,0.0004123877604517559,3184.3008756288928,-1983.1574154871355,1139.7616315040868
2026-10-27,0.1232876712328767,23850.0,call,250.3,30615,23398.1,1.019313534004898,0.11472725502795578,0.38680850017653395,0.00040574768765649276,3141.980541131161,-1943.4219852891108,1084.966516593126
2026-10-27,0.1232876712328767,24650.0,call,58.45,34580,23398.1,1.053504344369842,0.11224457615937998,0.12892201372476486,0.00022799610823175836,1727.323307117158,-948.4118862932812,364.6948673799212
2026-10-27,0.1232876712328767,26500.0,call,7.95,319345,23398.1,1.1325705933387755,0.15682674271121627,0.017404047592931494,3.337912731311894e-05,353.32627521909643,-246.60286278723603,49.22526658523418
2026-09-15,0.00821917808219178,23350.0,call,161.9,2123680,23398.1,0.9979442775268078,0.15439586780598474,0.5738516440851461,0.0011970340237501815,831.6330557165134,-8539.006629565936,109.02853297952475
2026-09-15,0.00821917808219178,23950.0,call,4.05,3030365,23398.1,1.023587385300516,0.13864823812290258,0.034953612847696464,0.00026243574983000987,163.72949662158558,-1425.6841076368698,6.688751478422197
2026-09-15,0.00821917808219178,25800.0,call,0.35,818480,23398.1,1.1026536342694493,0.3620126335925137,0.0016028680191778227,6.750506634679766e-06,10.99637827410957,-244.2070017279948,0.30537588637775687
